1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,1.000,1.000
1.000,-0.944,-1.000
-0.138,1.000,-1.000
-1.000,1.000,-1.000
-1.000,1.000,1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
0.717,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.256,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.863,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.517,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.360,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.961,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.369,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.982,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.352,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.897,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.453,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
0.358,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,1.000
-1.000,-1.000,1.000
-1.000,1.000,1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
-1.000,-1.000,-1.000
1.000,-1.000,-1.000
1.000,1.000,-1.000
-1.000,1.000,-1.000
